Schritt,Zustand,Zeit,Programmdauer,Schrittdauer,Zyklus,Zyklusebene,Prozedur,Prozedurebene,StartFreq,EndFreq,SetFreq,AAcMax,VAcMin,VAcMax,mvIdeal,Go,AACStart,MinIntervalTime,CountOfPeriods,Status,EisError,U1,Zreal1,Zimg1,ActFreq,UIdeal,AStart,MinDuration,MinPeriods,RemTime,VRelativ,AAmplitude,Betrag,Phase
,,,,,,,,,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS
5,EIS,2013-01-26 02:30:16.53,2.6462646E7,2296.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,5000.0,2.0,2.5,4.19999999999709,3.0,1.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.863741874694824,28.32150086760521,14.00594972074032,5052.63134765625,0.0,0.0,0.0,0.0,0.0,1.05993914604187,0.1006415486335754,31.59547497626045,26.3139683069312
5,EIS,2013-01-26 02:30:18.24,2.6464355E7,4005.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,3749.471046686173,2.0,2.5,4.19999999999709,3.0,2.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.863782167434692,27.77588926255703,10.02890709787607,3692.3076171875,0.0,0.0,0.0,0.0,0.0,0.9323230981826782,0.09471304714679718,29.53098376118578,19.8528874310723
5,EIS,2013-01-26 02:30:20.09,2.6466209E7,5859.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,2811.706625986844,2.0,2.5,4.19999999999709,3.0,3.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.86362361907959,27.60086767375469,7.311391178518534,2823.529296875,0.0,0.0,0.0,0.0,0.0,0.9659682512283325,0.1014927178621292,28.55283413798316,14.83672070827743
5,EIS,2013-01-26 02:30:21.97,2.6468086E7,7736.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,2108.482517182827,2.0,2.5,4.19999999999709,3.0,4.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.863628387451172,27.63036452233791,4.871626850217581,2086.95654296875,0.0,0.0,0.0,0.0,0.0,0.9818006157875061,0.1049809157848358,28.05654632710503,9.999292279971996
5,EIS,2013-01-26 02:30:24.11,2.647023E7,9880.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,1581.138830123469,2.0,2.5,4.19999999999709,3.0,5.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.863649606704712,27.82265096902847,3.11503722332418,1573.7705078125,0.0,0.0,0.0,0.0,0.0,0.9972692728042603,0.1068636775016785,27.99648841994349,6.388258754916024
5,EIS,2013-01-26 02:30:26.68,2.6472796E7,12446.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,1185.686852866784,2.0,2.5,4.19999999999709,3.0,6.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.865276575088501,28.11930514872074,1.739811501465738,1185.185180664063,0.0,0.0,0.0,0.0,0.0,1.006249785423279,0.1071501523256302,28.17307697265642,3.540519355366996
5,EIS,2013-01-26 02:30:28.57,2.6474684E7,14334.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,889.139705051668,2.0,2.5,4.19999999999709,3.0,7.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.86366868019104,28.49048748612404,0.6616462487727404,888.888916015625,0.0,0.0,0.0,0.0,0.0,1.011219620704651,0.1064510047435761,28.49816929129884,1.330364199604446
5,EIS,2013-01-26 02:30:30.72,2.6476832E7,16482.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,666.7607161095366,2.0,2.5,4.19999999999709,3.0,8.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.865524768829346,28.91288138926029,-0.1468784030294046,666.6666870117188,0.0,0.0,0.0,0.0,0.0,1.014493823051453,0.1052624955773354,28.9132544604654,-0.2910619696012873
5,EIS,2013-01-26 02:30:32.9,2.6479013E7,18663.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,500.0000000237487,2.0,2.5,4.19999999999709,3.0,9.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.862169504165649,29.37790378928185,-0.7699254201725125,500.0,0.0,0.0,0.0,0.0,0.0,1.016272187232971,0.1037436202168465,29.38799102022313,-1.501243313872692
5,EIS,2013-01-26 02:30:35.3,2.6481417E7,21067.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,374.9471046864055,2.0,2.5,4.19999999999709,3.0,10.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.866323947906494,29.8650898039341,-1.204114523716271,375.0,0.0,0.0,0.0,0.0,0.0,1.017153978347778,0.1020919308066368,29.88935397067689,-2.3088272587338
5,EIS,2013-01-26 02:30:38.02,2.648414E7,23790.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,281.1706626121886,2.0,2.5,4.19999999999709,3.0,11.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.863718271255493,30.37134744226933,-1.525286701507866,281.5249328613281,0.0,0.0,0.0,0.0,0.0,1.016785502433777,0.1003089100122452,30.4096242163796,-2.875049541598855
