Spannung,AhAkku,total_capacity_values
3.650348179042339,1.219416349378662,1.8142341307357128
3.651079418661539,1.220840564283208,1.8142341307357128
3.651079418661539,1.222259002350256,1.8142341307357128
3.651445038471138,1.223683200731102,1.8142341307357128
3.652176278090337,1.225107243368257,1.8142341307357128
3.651810658280738,1.226530961110257,1.8142341307357128
3.652176278090337,1.22795533295357,1.8142341307357128
3.652907517709537,1.229377630377712,1.8142341307357128
3.653273137519136,1.230795895375195,1.8142341307357128
3.653638757328736,1.232222149692461,1.8142341307357128
3.654004377138335,1.23364579191184,1.8142341307357128
3.653638757328736,1.235064751139362,1.8142341307357128
3.654369996947935,1.236487665695677,1.8142341307357128
3.654369996947935,1.237915743497069,1.8142341307357128
3.654369996947935,1.239334478139426,1.8142341307357128
3.654735616757534,1.24075922404154,1.8142341307357128
3.655101236567134,1.242182566929841,1.8142341307357128
3.655101236567134,1.24360554363011,1.8142341307357128
3.655101236567134,1.245029754600182,1.8142341307357128
3.656563715805532,1.246447112984242,1.8142341307357128
3.656563715805532,1.247869948476364,1.8142341307357128
3.656563715805532,1.249295622239515,1.8142341307357128
3.656929335615132,1.250719375764675,1.8142341307357128
3.656929335615132,1.252141559119991,1.8142341307357128
3.656929335615132,1.253560736649888,1.8142341307357128
3.658026195043931,1.254972967970389,1.8142341307357128
3.657660575234331,1.254984501189028,1.8142341307357128
3.657660575234331,1.256407304825189,1.8142341307357128
3.658026195043931,1.257832003917429,1.8142341307357128
3.65839181485353,1.259251992889404,1.8142341307357128
3.65875743466313,1.260673862365366,1.8142341307357128
3.65875743466313,1.262100606778404,1.8142341307357128
3.65875743466313,1.263519436599381,1.8142341307357128
3.659854294091929,1.264947112022128,1.8142341307357128
3.659488674282329,1.266365029314329,1.8142341307357128
3.659488674282329,1.267793467395677,1.8142341307357128
3.659854294091929,1.269215529602661,1.8142341307357128
3.660219913901528,1.270637636651372,1.8142341307357128
3.660585533711128,1.272059999360863,1.8142341307357128
3.660219913901528,1.273480779702368,1.8142341307357128
3.660585533711128,1.274904596160923,1.8142341307357128
3.661316773330327,1.276327051309636,1.8142341307357128
3.661682393139927,1.277748079455705,1.8142341307357128
3.661316773330327,1.279170440982853,1.8142341307357128
3.661316773330327,1.28059757950723,1.8142341307357128
3.662048012949526,1.282018027099184,1.8142341307357128
3.662048012949526,1.283442501600803,1.8142341307357128
3.662413632759126,1.284865132172854,1.8142341307357128
3.662413632759126,1.286288047511334,1.8142341307357128
3.662779252568726,1.287710882616011,1.8142341307357128
3.663144872378325,1.28913267381904,1.8142341307357128
3.663144872378325,1.290555302824942,1.8142341307357128
3.663510492187925,1.291980130143202,1.8142341307357128
3.663510492187925,1.293401472941696,1.8142341307357128
3.663876111997524,1.294821777348261,1.8142341307357128
3.664241731807124,1.296248033635493,1.8142341307357128
3.664607351616724,1.297669399256847,1.8142341307357128
3.664241731807124,1.299090259453806,1.8142341307357128
3.664972971426323,1.300513883965323,1.8142341307357128
3.664607351616724,1.301937003441708,1.8142341307357128
3.664972971426323,1.303358713616035,1.8142341307357128
3.664972971426323,1.304782611501651,1.8142341307357128
3.666069830855122,1.306204220205473,1.8142341307357128
3.666069830855122,1.307631134923213,1.8142341307357128
3.666435450664721,1.309051544352769,1.8142341307357128
3.666435450664721,1.310471931370557,1.8142341307357128
3.666801070474321,1.311897120545837,1.8142341307357128
3.667166690283921,1.313321915215056,1.8142341307357128
3.66753231009352,1.314742176762593,1.8142341307357128
3.668263549712719,1.315571156492297,1.8142341307357128
3.66753231009352,1.316163174622488,1.8142341307357128
3.66753231009352,1.317587562582048,1.8142341307357128
3.66789792990312,1.319010638006148,1.8142341307357128
3.668263549712719,1.320433284312458,1.8142341307357128
3.668263549712719,1.321860519201437,1.8142341307357128
3.668263549712719,1.323283643399918,1.8142341307357128
3.668629169522319,1.324701704650579,1.8142341307357128
3.668629169522319,1.326127628568429,1.8142341307357128
3.669360409141518,1.327547016524477,1.8142341307357128
3.669360409141518,1.328971199565785,1.8142341307357128
3.670091648760717,1.330393578014991,1.8142341307357128
3.669726028951118,1.33181842853628,1.8142341307357128
3.670091648760717,1.33324185127276,1.8142341307357128
3.670457268570317,1.334665197700815,1.8142341307357128
3.670457268570317,1.336086896864799,1.8142341307357128
3.670822888379917,1.337510335722982,1.8142341307357128
3.670822888379917,1.338931514905198,1.8142341307357128
3.671188508189516,1.340354942758495,1.8142341307357128
3.671188508189516,1.341777699981321,1.8142341307357128
3.671188508189516,1.343203793028806,1.8142341307357128
3.672285367618315,1.344626823605722,1.8142341307357128
3.672285367618315,1.346045931124536,1.8142341307357128
3.672650987427915,1.347470057526152,1.8142341307357128
3.673016607237514,1.348894465943886,1.8142341307357128
3.673016607237514,1.350317671951416,1.8142341307357128
3.673382227047114,1.351742406835911,1.8142341307357128
3.673016607237514,1.353161034874574,1.8142341307357128
3.673747846856713,1.35458572767493,1.8142341307357128
3.673747846856713,1.356008665430636,1.8142341307357128
3.674113466666313,1.357431756981896,1.8142341307357128
3.674479086475913,1.358855166343346,1.8142341307357128
3.674844706285512,1.360279194017494,1.8142341307357128
3.675210326095112,1.361698264947336,1.8142341307357128
3.674844706285512,1.36312267140238,1.8142341307357128
3.674844706285512,1.36454739173314,1.8142341307357128
3.675210326095112,1.36596731737518,1.8142341307357128
3.675941565714311,1.367393034797715,1.8142341307357128
3.675575945904711,1.36881354335128,1.8142341307357128
3.67630718552391,1.370237232373256,1.8142341307357128
3.67630718552391,1.371659522323171,1.8142341307357128
3.67667280533351,1.373083484706513,1.8142341307357128
3.67667280533351,1.37450733341575,1.8142341307357128
3.67703842514311,1.375930841892114,1.8142341307357128
3.67703842514311,1.377350438309804,1.8142341307357128
3.677404044952709,1.378774872295253,1.8142341307357128
3.677769664762309,1.380197670416237,1.8142341307357128
3.678500904381508,1.380226717043115,1.8142341307357128
3.677769664762309,1.381623150657106,1.8142341307357128
3.678500904381508,1.383046024700889,1.8142341307357128
3.678135284571908,1.384470491328102,1.8142341307357128
3.678500904381508,1.385891619769609,1.8142341307357128
3.678866524191108,1.387312875647695,1.8142341307357128
3.678500904381508,1.388738119499976,1.8142341307357128
3.678866524191108,1.390162126719588,1.8142341307357128
3.679963383619906,1.391582894084422,1.8142341307357128
3.679597763810307,1.393006571299338,1.8142341307357128
3.679963383619906,1.394426271954217,1.8142341307357128
3.680329003429506,1.395850091166722,1.8142341307357128
3.680694623239106,1.397273923355897,1.8142341307357128
3.680694623239106,1.398697318949417,1.8142341307357128
3.680694623239106,1.400122716984697,1.8142341307357128
3.680694623239106,1.401545767626885,1.8142341307357128
3.681425862858305,1.402966232517429,1.8142341307357128
3.681425862858305,1.404389179318969,1.8142341307357128
3.681791482667904,1.405810355350695,1.8142341307357128
3.682157102477504,1.40723439876092,1.8142341307357128
3.681791482667904,1.408657380969089,1.8142341307357128
3.682522722287104,1.410078969995084,1.8142341307357128
3.682522722287104,1.411504090337985,1.8142341307357128
3.682888342096703,1.412923682042674,1.8142341307357128
3.682888342096703,1.414350934626782,1.8142341307357128
3.683253961906303,1.415769764837023,1.8142341307357128
3.683253961906303,1.417193048726404,1.8142341307357128
3.683985201525502,1.418617155459288,1.8142341307357128
3.683985201525502,1.420041892701192,1.8142341307357128
3.683985201525502,1.421465286723105,1.8142341307357128
3.683985201525502,1.422888110411805,1.8142341307357128
3.684350821335102,1.424309559026369,1.8142341307357128
3.684716441144701,1.425732365407384,1.8142341307357128
3.6854476807639,1.4271556099593,1.8142341307357128
3.685082060954301,1.428579555427859,1.8142341307357128
3.6854476807639,1.43000284914524,1.8142341307357128
3.6858133005735,1.431423931177051,1.8142341307357128
3.686544540192699,1.432848082356941,1.8142341307357128
