Schritt,Zustand,Zeit,Programmdauer,Schrittdauer,Zyklus,Zyklusebene,Prozedur,Prozedurebene,StartFreq,EndFreq,SetFreq,AAcMax,VAcMin,VAcMax,mvIdeal,Go,AACStart,MinIntervalTime,CountOfPeriods,Status,EisError,U1,Zreal1,Zimg1,ActFreq,UIdeal,AStart,MinDuration,MinPeriods,RemTime,VRelativ,AAmplitude,Betrag,Phase
,,,,,,,,,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS
5,EIS,2013-01-27 00:45:13.29,1.06558532E8,2814.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,5000.0,2.0,2.5,4.19999999999709,3.0,1.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.716832399368286,28.63897569477558,14.86816629767418,5052.63134765625,0.0,0.0,0.0,0.0,0.0,1.084717035293579,0.1008462011814117,32.26845670153853,27.43646426306805
5,EIS,2013-01-27 00:45:14.98,1.06560214E8,4496.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,3749.471046686173,2.0,2.5,4.19999999999709,3.0,2.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.717674016952515,28.00831571221352,10.94253733754158,3692.3076171875,0.0,0.0,0.0,0.0,0.0,0.9288867115974426,0.0926724299788475,30.06999954138883,21.34003445130657
5,EIS,2013-01-27 00:45:16.68,1.06561918E8,6200.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,2811.706625986844,2.0,2.5,4.19999999999709,3.0,3.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.716626644134522,27.70296856760979,8.297160267829895,2823.529296875,0.0,0.0,0.0,0.0,0.0,0.9603037238121033,0.09962067753076553,28.91880592223606,16.67318814995815
5,EIS,2013-01-27 00:45:18.84,1.0656408E8,8362.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,2108.482517182827,2.0,2.5,4.19999999999709,3.0,4.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.716040134429932,27.56737358868122,5.972815677523613,2086.95654296875,0.0,0.0,0.0,0.0,0.0,0.9743415117263794,0.1036276444792748,28.20699582897942,12.22489384842629
5,EIS,2013-01-27 00:45:20.66,1.06565898E8,10180.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,1581.138830123469,2.0,2.5,4.19999999999709,3.0,5.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.718014478683472,27.57437899708748,4.325652029365301,1573.7705078125,0.0,0.0,0.0,0.0,0.0,0.9889407157897949,0.1062934994697571,27.91160408424912,8.915452696674038
5,EIS,2013-01-27 00:45:22.53,1.06567767E8,12049.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,1185.686852866784,2.0,2.5,4.19999999999709,3.0,6.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.717262744903565,27.64561213552952,3.068927442654967,1185.185180664063,0.0,0.0,0.0,0.0,0.0,0.9961096048355103,0.1074342131614685,27.81543071745546,6.334444605236058
5,EIS,2013-01-27 00:45:24.49,1.06569726E8,14008.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,889.139705051668,2.0,2.5,4.19999999999709,3.0,7.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.717203617095947,27.75460481643677,2.120215678587556,888.888916015625,0.0,0.0,0.0,0.0,0.0,1.000418305397034,0.1078212410211563,27.83547023206484,4.368425730506715
5,EIS,2013-01-27 00:45:26.49,1.0657173E8,16012.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,666.7607161095366,2.0,2.5,4.19999999999709,3.0,8.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.717208385467529,27.87830121815205,1.413271529600024,666.6666870117188,0.0,0.0,0.0,0.0,0.0,1.00282084941864,0.1077757328748703,27.91410065226955,2.902086258778581
5,EIS,2013-01-27 00:45:29.43,1.0657467E8,18952.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,500.0000000237487,2.0,2.5,4.19999999999709,3.0,9.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.715543746948242,28.02553586661816,0.8983620791696012,500.0,0.0,0.0,0.0,0.0,0.0,1.004185557365418,0.1074380874633789,28.03993072453886,1.835994747854784
