Schritt,Zustand,Zeit,Programmdauer,Schrittdauer,Zyklus,Zyklusebene,Prozedur,Prozedurebene,StartFreq,EndFreq,SetFreq,AAcMax,VAcMin,VAcMax,mvIdeal,Go,AACStart,MinIntervalTime,CountOfPeriods,Status,EisError,U1,Zreal1,Zimg1,ActFreq,UIdeal,AStart,MinDuration,MinPeriods,RemTime,VRelativ,AAmplitude,Betrag,Phase
,,,,,,,,,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS
5,EIS,2013-01-26 21:36:14.4,9.5219819E7,2581.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,5000.0,2.0,2.5,4.19999999999709,3.0,1.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.708348274230957,29.6805240213871,12.87228241562843,5052.63134765625,0.0,0.0,0.0,0.0,0.0,1.085704207420349,0.1006784066557884,32.35164850164438,23.4461162800435
5,EIS,2013-01-26 21:36:16.15,9.5221567E7,4329.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,3749.471046686173,2.0,2.5,4.19999999999709,3.0,2.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.708764553070068,29.26219999790192,8.780816569924355,3692.3076171875,0.0,0.0,0.0,0.0,0.0,0.9420912861824036,0.09250926226377487,30.55125346613932,16.70311809488339
5,EIS,2013-01-26 21:36:17.87,9.5223287E7,6049.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,2811.706625986844,2.0,2.5,4.19999999999709,3.0,3.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.708218336105347,29.20894324779511,5.926976446062326,2823.529296875,0.0,0.0,0.0,0.0,0.0,0.9742444157600403,0.09806442260742188,29.80421808143728,11.47051792049024
5,EIS,2013-01-26 21:36:19.75,9.5225157E7,7919.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,2108.482517182827,2.0,2.5,4.19999999999709,3.0,4.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.709343671798706,29.43343669176102,3.271856112405658,2086.95654296875,0.0,0.0,0.0,0.0,0.0,0.9929693937301636,0.1005887240171433,29.61473008332541,6.343026555288816
5,EIS,2013-01-26 21:36:21.8,9.5227208E7,9970.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,1581.138830123469,2.0,2.5,4.19999999999709,3.0,5.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.707870721817017,29.83799949288368,1.27003772649914,1573.7705078125,0.0,0.0,0.0,0.0,0.0,1.007955312728882,0.1012511104345322,29.86501648355625,2.43729154954417
5,EIS,2013-01-26 21:36:23.8,9.5229208E7,11970.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,1185.686852866784,2.0,2.5,4.19999999999709,3.0,6.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.709433555603027,30.4001122713089,-0.4037443432025611,1185.185180664063,0.0,0.0,0.0,0.0,0.0,1.017540097236633,0.1004059091210365,30.40279322041897,-0.7609013646651874
5,EIS,2013-01-26 21:36:25.66,9.5231069E7,13831.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,889.139705051668,2.0,2.5,4.19999999999709,3.0,7.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.707650661468506,31.10008127987385,-1.821621204726398,888.888916015625,0.0,0.0,0.0,0.0,0.0,1.024412393569946,0.09864858537912369,31.15338439767947,-3.352148593432503
5,EIS,2013-01-26 21:36:27.91,9.5233329E7,16091.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,666.7607161095366,2.0,2.5,4.19999999999709,3.0,8.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.708939552307129,31.91082179546356,-3.041125368326902,666.6666870117188,0.0,0.0,0.0,0.0,0.0,1.028913378715515,0.09629389643669128,32.05540502269287,-5.443889805188519
5,EIS,2013-01-26 21:36:30.39,9.5235802E7,18564.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,500.0000000237487,2.0,2.5,4.19999999999709,3.0,9.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.706872701644898,32.82821178436279,-4.112390801310539,500.0,0.0,0.0,0.0,0.0,0.0,1.032117486000061,0.09358838945627213,33.08478875650326,-7.140248926894856
5,EIS,2013-01-26 21:36:33.27,9.5238678E7,21440.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,374.9471046864055,2.0,2.5,4.19999999999709,3.0,10.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.705799341201782,33.87216106057167,-5.088928155601025,375.0,0.0,0.0,0.0,0.0,0.0,1.035034656524658,0.09065387398004532,34.25230626820121,-8.544171646659379
5,EIS,2013-01-26 21:36:36.08,9.5241494E7,24256.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,281.1706626121886,2.0,2.5,4.19999999999709,3.0,11.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.707208633422852,34.99652445316315,-5.954563617706299,281.5249328613281,0.0,0.0,0.0,0.0,0.0,1.036213278770447,0.08756858855485916,35.49948663963005,-9.65624689006654
5,EIS,2013-01-26 21:36:39.2,9.5244617E7,27379.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,210.848251728341,2.0,2.5,4.19999999999709,3.0,12.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.706109046936035,36.23170405626297,-6.816182285547257,210.989013671875,0.0,0.0,0.0,0.0,0.0,1.038294076919556,0.08448905497789383,36.86728522379417,-10.65438701365201
