Schritt,Zustand,Zeit,Programmdauer,Schrittdauer,Zyklus,Zyklusebene,Prozedur,Prozedurebene,StartFreq,EndFreq,SetFreq,AAcMax,VAcMin,VAcMax,mvIdeal,Go,AACStart,MinIntervalTime,CountOfPeriods,Status,EisError,U1,Zreal1,Zimg1,ActFreq,UIdeal,AStart,MinDuration,MinPeriods,RemTime,VRelativ,AAmplitude,Betrag,Phase
,,,,,,,,,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS,EIS
5,EIS,2013-01-27 12:34:06.3,1.49091162E8,2441.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,5000.0,2.0,2.5,4.19999999999709,3.0,1.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.616795301437378,29.78250756859779,12.85766251385212,5052.63134765625,0.0,0.0,0.0,0.0,0.0,1.089234471321106,0.1007324233651161,32.43943961284822,23.35075583841535
5,EIS,2013-01-27 12:34:08.07,1.49092938E8,4217.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,3749.471046686173,2.0,2.5,4.19999999999709,3.0,2.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.617369890213013,29.35047820210457,8.791620843112469,3692.3076171875,0.0,0.0,0.0,0.0,0.0,0.9418433308601379,0.09222029894590378,30.63891590348794,16.67502297204919
5,EIS,2013-01-27 12:34:09.72,1.49094587E8,5866.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,2811.706625986844,2.0,2.5,4.19999999999709,3.0,3.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.617045879364014,29.30736914277077,5.930574145168066,2823.529296875,0.0,0.0,0.0,0.0,0.0,0.9747885465621948,0.09780029952526093,29.90139788977103,11.43976839997049
5,EIS,2013-01-27 12:34:11.46,1.49096322E8,7601.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,2108.482517182827,2.0,2.5,4.19999999999709,3.0,4.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.617984533309937,29.53029610216618,3.288809675723314,2086.95654296875,0.0,0.0,0.0,0.0,0.0,0.9929229617118835,0.1002518087625504,29.71287022426259,6.354883153733681
5,EIS,2013-01-27 12:34:13.29,1.49098154E8,9433.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,1581.138830123469,2.0,2.5,4.19999999999709,3.0,5.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.616816520690918,29.92996759712696,1.296854577958584,1573.7705078125,0.0,0.0,0.0,0.0,0.0,1.007607221603394,0.1009018123149872,29.95805054006632,2.481053311676078
5,EIS,2013-01-27 12:34:15.44,1.49100311E8,11590.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,1185.686852866784,2.0,2.5,4.19999999999709,3.0,6.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.616818904876709,30.49269132316113,-0.3678772191051394,1185.185180664063,0.0,0.0,0.0,0.0,0.0,1.017456412315369,0.1000943779945374,30.49491035859683,-0.6912079117455505
5,EIS,2013-01-27 12:34:17.45,1.49102311E8,13590.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,889.139705051668,2.0,2.5,4.19999999999709,3.0,7.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.616587162017822,31.17968700826168,-1.782944076694548,888.888916015625,0.0,0.0,0.0,0.0,0.0,1.023961424827576,0.0983612984418869,31.23062233632663,-3.272773185170081
5,EIS,2013-01-27 12:34:19.53,1.49104391E8,15670.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,666.7607161095366,2.0,2.5,4.19999999999709,3.0,8.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.614440202713013,31.98070451617241,-2.9891487210989,666.6666870117188,0.0,0.0,0.0,0.0,0.0,1.028334856033325,0.09604593366384506,32.12009451154154,-5.339765770499071
5,EIS,2013-01-27 12:34:22.09,1.49106957E8,18236.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,500.0000000237487,2.0,2.5,4.19999999999709,3.0,9.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.615437984466553,32.88684412837029,-4.054485820233822,500.0,0.0,0.0,0.0,0.0,0.0,1.031663537025452,0.09340313076972961,33.13583214575192,-7.028299095014518
5,EIS,2013-01-27 12:34:24.5,1.4910936E8,20639.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,374.9471046864055,2.0,2.5,4.19999999999709,3.0,10.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.619391441345215,33.90023112297058,-4.995889496058226,375.0,0.0,0.0,0.0,0.0,0.0,1.033639073371887,0.09049446135759354,34.26637684449088,-8.383357595754205
5,EIS,2013-01-27 12:34:27.24,1.49112106E8,23385.0,0,0,TBA_BOL_P2_EIS,0,0.005000000000002558,5000.0,281.1706626121886,2.0,2.5,4.19999999999709,3.0,11.0,0.1000000000000227,1.0,2.0,16.0,0.0,3.61562705039978,35.01216694712639,-5.900452844798565,281.5249328613281,0.0,0.0,0.0,0.0,0.0,1.033639073371887,0.08753730356693268,35.50587526184972,-9.565931465520407
